sentence,labels,scores,ESG
"if you think about renewable energy sources, for instance, the production is often located far away from the point of consumption: future transmission grids will have to transfer high electric power over distances of hundreds of kilometres.","['transparancy', 'natural resources', 'diversity and inclusion', 'board accountability', 'emissions', 'health and safety', 'pollution', 'philanthropy', 'corporate compliance', 'training and education']","[0.43998711365481247, 0.39711003253258337, 0.11157929181894391, 0.02185278838961887, 0.019417376334997707, 0.0031113227944171975, 0.0022691475902222543, 0.0021782680289431657, 0.0019718765935213965, 0.0005227822619396469]","['G', 'E', 'S', 'G', 'E', 'S', 'E', 'S', 'G', 'S']"
"compact super- conducting lines, with their high-capacity transmission and low losses, could become an enabling technology for an overall more sustainable transmission of electric energy.","['transparancy', 'natural resources', 'diversity and inclusion', 'emissions', 'health and safety', 'board accountability', 'philanthropy', 'pollution', 'corporate compliance', 'training and education']","[0.5950316974802636, 0.20041954337543536, 0.09924053695522546, 0.05047855216528711, 0.01659359422072009, 0.011531621392545318, 0.008932378248374106, 0.008641729065162265, 0.006876085644486194, 0.002254261452500484]","['G', 'E', 'S', 'E', 'S', 'G', 'S', 'E', 'G', 'S']"
14 | cern environment report 2019 - 2020 | 15 energy intensity of the lhc.,"['emissions', 'natural resources', 'pollution', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'philanthropy', 'health and safety', 'training and education']","[0.4489271783265927, 0.3883344263152521, 0.1511155971465184, 0.007802003369258119, 0.0014302243469020658, 0.0011589433307396283, 0.000763043910894354, 0.00022252402755970193, 0.00013025077952695906, 0.00011580844675596446]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"quantity of energy used to fuel the lhc per unit of luminosity delivered by the lhc, showing that increasingly less energy has been needed over time to produce the same amount of data and hence scientific output.","['transparancy', 'natural resources', 'emissions', 'diversity and inclusion', 'board accountability', 'pollution', 'philanthropy', 'health and safety', 'corporate compliance', 'training and education']","[0.47561701172551063, 0.43848743585088384, 0.047998782261910136, 0.018243779540279954, 0.010862475662047066, 0.002791345975736747, 0.0021494087656100305, 0.002052877425371128, 0.0013931986193631, 0.0004036841732873603]","['G', 'E', 'E', 'S', 'G', 'E', 'S', 'S', 'G', 'S']"
"during the year after each long shutdown, the luminosity delivered is not at its maximum - as seen in 2021 and 2027 - while the machines are brought back online and progressively ramped up.","['transparancy', 'emissions', 'natural resources', 'pollution', 'board accountability', 'diversity and inclusion', 'health and safety', 'philanthropy', 'corporate compliance', 'training and education']","[0.39320236785742524, 0.2839880653045943, 0.17193770621635904, 0.0324092493686164, 0.030577888485549164, 0.030247187239947418, 0.02100699214335854, 0.01935039593942784, 0.01422880303272489, 0.0030513444119971657]","['G', 'E', 'E', 'E', 'G', 'S', 'S', 'S', 'G', 'S']"
cern's energy consumption 2011-2020.,"['emissions', 'transparancy', 'corporate compliance', 'board accountability', 'natural resources', 'diversity and inclusion', 'pollution', 'health and safety', 'philanthropy', 'training and education']","[0.3595493985937184, 0.22726828115701894, 0.22283009420854627, 0.07835767125906505, 0.052523931274890405, 0.0360413134500227, 0.01609098590424623, 0.003897754095045814, 0.00224383966841889, 0.0011967303890273195]","['E', 'G', 'G', 'G', 'E', 'S', 'E', 'S', 'S', 'S']"
this does not include the energy consumed at the wigner data centre in hungary (2011-2019).,"['transparancy', 'emissions', 'natural resources', 'pollution', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'philanthropy', 'health and safety', 'training and education']","[0.38217031375921795, 0.35833912401998214, 0.17845469448699927, 0.030520582184272303, 0.01758370522128348, 0.015366339147976244, 0.009867654666831939, 0.005684201119774864, 0.0014203200648860933, 0.0005930653287757116]","['G', 'E', 'E', 'E', 'G', 'S', 'G', 'S', 'S', 'S']"
terajoule (tj) 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 electricity 4350 252 0 0 18 4536 301 10.1 0 18 1738 308 2.3 0 20 2300 241 0.4 0.1 20 4405 259 1.8 0 26 4219 248 1.9 0.1 16 4075 235 16.5 0.1 13 4504 212 5.3 0.1 15 1541 226 1.6 0.1 18 1591 224 1.3 0.2 12 gas (heating) diesel (heating and generators) renewable energy petrol (transportation) 5000 4000 3000 2000 1000 0 of data are produced per year by non-lhc experiments.,"['emissions', 'natural resources', 'pollution', 'transparancy', 'diversity and inclusion', 'health and safety', 'board accountability', 'corporate compliance', 'philanthropy', 'training and education']","[0.4065708368796854, 0.19581466650431412, 0.15573578988976086, 0.10237668105828797, 0.06612495869080522, 0.044613147605754196, 0.017522296691493484, 0.006142042822857999, 0.003086465169813593, 0.0020131146872271583]","['E', 'E', 'E', 'G', 'S', 'S', 'G', 'G', 'S', 'S']"
cerns main product is data produced by particle beam  collisions and recorded by experiments.,"['transparancy', 'emissions', 'board accountability', 'pollution', 'health and safety', 'natural resources', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.612538806142674, 0.2350393721202322, 0.040715432244281355, 0.03250725960506541, 0.031154136143927157, 0.02207315697333296, 0.010317307630170717, 0.010154774077949978, 0.00280453853430124, 0.0026952165280649484]","['G', 'E', 'G', 'E', 'S', 'E', 'G', 'S', 'S', 'S']"
the organization constantly strives to make its accelerators more energy efficient.,"['natural resources', 'emissions', 'corporate compliance', 'transparancy', 'health and safety', 'philanthropy', 'board accountability', 'diversity and inclusion', 'pollution', 'training and education']","[0.29911921716138606, 0.2859596075071105, 0.16553068061721227, 0.1502825800359299, 0.03175732966770825, 0.02394394462429082, 0.017324134722255826, 0.011310513099189963, 0.011285338799940177, 0.003486653764976199]","['E', 'E', 'G', 'G', 'S', 'S', 'G', 'S', 'E', 'S']"
the lhc is responsible for about 55% of cerns energy consumption during times of operation.,"['natural resources', 'emissions', 'health and safety', 'board accountability', 'corporate compliance', 'pollution', 'transparancy', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.45386351245544354, 0.23515191117253537, 0.11822580985143152, 0.1171623587282168, 0.028537131248533208, 0.01840438885485505, 0.016300260535863077, 0.010734977306182327, 0.000884594974614971, 0.0007350548723241386]","['E', 'E', 'S', 'G', 'G', 'E', 'G', 'S', 'S', 'S']"
"in the coming years, the number of collisions produced by the lhc, denoted by a parameter known as luminosity, which is measured in units of inverse femtobarns (fb-1), will almost triple.","['emissions', 'natural resources', 'diversity and inclusion', 'health and safety', 'pollution', 'transparancy', 'board accountability', 'philanthropy', 'training and education', 'corporate compliance']","[0.5524846734295853, 0.26211221831232084, 0.06355698033782843, 0.04983729074945581, 0.026263608376165117, 0.021206383731232275, 0.01740978501343867, 0.002445683081931167, 0.0023670476388610987, 0.0023163293291813326]","['E', 'E', 'S', 'S', 'E', 'G', 'G', 'S', 'S', 'G']"
"higher luminosity equates to more data for the experiments, giving them greater precision and more potential for new discoveries, but it usually comes at the cost of greater energy consumption.","['natural resources', 'transparancy', 'emissions', 'diversity and inclusion', 'board accountability', 'pollution', 'corporate compliance', 'philanthropy', 'health and safety', 'training and education']","[0.4605083206831799, 0.24478524359119475, 0.23596217370724124, 0.03114160599515226, 0.011672778983113894, 0.0110736493540227, 0.0016884125133412604, 0.0016869924317433442, 0.0010884110416744723, 0.00039241169933619524]","['E', 'G', 'E', 'S', 'G', 'E', 'G', 'S', 'S', 'S']"
"cern has developed a metric to illustrate the quantity of  energy used per unit of luminosity delivered, expressed as gigawatt hours per inverse femtobarn (gwh/fb-1).","['natural resources', 'emissions', 'transparancy', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'pollution', 'health and safety', 'philanthropy', 'training and education']","[0.637163297433381, 0.15987410451845702, 0.06541046912360893, 0.0564934532131934, 0.04222662831842679, 0.012855043414863236, 0.008464372943481572, 0.006515464831530033, 0.005766793118215296, 0.005230373084842754]","['E', 'E', 'G', 'G', 'G', 'S', 'E', 'S', 'S', 'S']"
"during run 1 of the lhc, the best performance was 27 gwh/fb-1.","['emissions', 'natural resources', 'transparancy', 'training and education', 'health and safety', 'diversity and inclusion', 'pollution', 'board accountability', 'corporate compliance', 'philanthropy']","[0.34257170328581865, 0.22038752238839238, 0.16140156167109118, 0.10505240885182497, 0.06244149042477744, 0.03440961150493246, 0.028875456948863665, 0.023709352939411423, 0.015873835805585074, 0.005277056179302743]","['E', 'E', 'G', 'S', 'S', 'S', 'E', 'G', 'G', 'S']"
"as shown in the graphic, the lhc delivered twice as much  data per unit of energy in run 2 compared to run 1.","['transparancy', 'natural resources', 'training and education', 'diversity and inclusion', 'health and safety', 'corporate compliance', 'emissions', 'board accountability', 'philanthropy', 'pollution']","[0.2822207238368027, 0.2487649037300706, 0.1386945541525252, 0.11949400780576781, 0.05854510084183941, 0.05668832003684126, 0.04064117853395278, 0.027012544151997397, 0.021258099295081483, 0.006680567615121359]","['G', 'E', 'S', 'S', 'S', 'G', 'E', 'G', 'S', 'E']"
this ratio is expected to improve again for run 3 and even further for the high-luminosity lhc (hl-lhc).,"['natural resources', 'training and education', 'emissions', 'health and safety', 'diversity and inclusion', 'transparancy', 'corporate compliance', 'board accountability', 'pollution', 'philanthropy']","[0.391727629627248, 0.19423401830099227, 0.13298153013876543, 0.07674823919804105, 0.05762641854683247, 0.05216456309883759, 0.0510280618420183, 0.01949753254031488, 0.012595972539574255, 0.01139603416737577]","['E', 'S', 'E', 'S', 'S', 'G', 'G', 'G', 'E', 'S']"
cern anticipates the performance ratio at the start of hl-lhc running to be around 5 gwh/fb-1 and improve to 2.5 gwh/fb-1 later on.,"['emissions', 'natural resources', 'transparancy', 'training and education', 'board accountability', 'corporate compliance', 'health and safety', 'pollution', 'diversity and inclusion', 'philanthropy']","[0.3116788581333791, 0.28963916732614564, 0.17974446751580556, 0.04950398373591344, 0.04564669317073484, 0.03591466669427734, 0.029837786426649634, 0.02605601908586295, 0.022516604036716775, 0.009461753874514782]","['E', 'E', 'G', 'S', 'G', 'G', 'S', 'E', 'S', 'S']"
cern is committed to limiting its increase in energy  consumption to 5% up to the end of 2024 (baseline year: 2018).,"['corporate compliance', 'emissions', 'natural resources', 'board accountability', 'pollution', 'transparancy', 'health and safety', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.2914297038755169, 0.27168019640105345, 0.18431097845719904, 0.1077296321909384, 0.07037723891302992, 0.04009133044756844, 0.01606544084380927, 0.01025322887779115, 0.0076594396555182045, 0.0004028103375751699]","['G', 'E', 'E', 'G', 'E', 'G', 'S', 'S', 'S', 'S']"
longer-term objectives will be set in future reports.,"['natural resources', 'emissions', 'diversity and inclusion', 'corporate compliance', 'transparancy', 'philanthropy', 'board accountability', 'pollution', 'health and safety', 'training and education', 'natural resources', 'emissions', 'diversity and inclusion', 'corporate compliance', 'transparancy', 'philanthropy', 'board accountability', 'pollution', 'health and safety', 'training and education']","[0.24593217303664583, 0.09420586647103733, 0.038508320532443324, 0.03735739907336485, 0.023618042199497834, 0.021167829366890302, 0.020165955088569942, 0.012477639354330626, 0.0033920810882992905, 0.0031746937889206802, 0.24593217303664583, 0.09420586647103733, 0.038508320532443324, 0.03735739907336485, 0.023618042199497834, 0.021167829366890302, 0.020165955088569942, 0.012477639354330626, 0.0033920810882992905, 0.0031746937889206802]","['E', 'E', 'S', 'G', 'G', 'S', 'G', 'E', 'S', 'S', 'E', 'E', 'S', 'G', 'G', 'S', 'G', 'E', 'S', 'S']"
electricity is the main source of energy used at cern.,"['natural resources', 'transparancy', 'board accountability', 'diversity and inclusion', 'corporate compliance', 'emissions', 'health and safety', 'philanthropy', 'training and education', 'pollution']","[0.5187332850409412, 0.22381519964083965, 0.07998356315848047, 0.07143433656961717, 0.041143724431270165, 0.038966817831751654, 0.012848491446417021, 0.005350373663371487, 0.003930180655401326, 0.0037940275619098443]","['E', 'G', 'G', 'S', 'G', 'E', 'S', 'S', 'S', 'E']"
"it is  mainly procured from france, whose energy grid mix is 87% low-carbon.","['natural resources', 'emissions', 'transparancy', 'diversity and inclusion', 'pollution', 'corporate compliance', 'board accountability', 'health and safety', 'philanthropy', 'training and education']","[0.390368027008102, 0.3287119713662675, 0.12285042058499353, 0.05520910565925032, 0.046156962853429795, 0.02909155757521877, 0.0204263218804843, 0.004653417652096286, 0.002166684820295987, 0.0003655305998614757]","['E', 'E', 'G', 'S', 'E', 'G', 'G', 'S', 'S', 'S']"
"in 2019 and 2020, cern consumed 428 gwh (1541 tj) and 442 gwh (1591 tj) of electricity respectively.","['natural resources', 'emissions', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'pollution', 'health and safety', 'training and education', 'philanthropy']","[0.3946704797136696, 0.31066220808634576, 0.11366828510839927, 0.06323982086531323, 0.03882770406794399, 0.03224929933071332, 0.021572924982297535, 0.020389979688310262, 0.0030699775994434573, 0.0016493205575635785]","['E', 'E', 'G', 'G', 'G', 'S', 'E', 'S', 'S', 'S']"
"during this period, the lhc was in its second long shutdown  (ls2), and cerns electricity consumption was about 64% lower than when the machine is running.","['natural resources', 'transparancy', 'emissions', 'health and safety', 'pollution', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.44050278153122396, 0.17755962216686236, 0.16252035046720242, 0.08154955872058173, 0.04378777978070726, 0.03272168552886014, 0.03213378481897439, 0.017797350153763984, 0.006968216130553574, 0.0044588707012701905]","['E', 'G', 'E', 'S', 'E', 'G', 'G', 'S', 'S', 'S']"
"in addition to electricity, cern also uses natural gas  for heating, petrol for its fleet of vehicles and diesel for emergency generators.","['natural resources', 'emissions', 'pollution', 'transparancy', 'corporate compliance', 'diversity and inclusion', 'health and safety', 'board accountability', 'philanthropy', 'training and education']","[0.46446150863694985, 0.3072728687144534, 0.06491103311429745, 0.047650472182188784, 0.042383916818948125, 0.0351184006421318, 0.019750568504829, 0.015164461455408002, 0.0020338241540623103, 0.00125294577673131]","['E', 'E', 'E', 'G', 'G', 'S', 'S', 'G', 'S', 'S']"
"in 2019 and 2020, cern consumed 68 gwh (246 tj) and 66 gwh (238 tj) of fossil fuels respectively.","['emissions', 'natural resources', 'pollution', 'transparancy', 'health and safety', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'training and education', 'philanthropy']","[0.27999006228661316, 0.2626201815267353, 0.255427921793735, 0.052901906827467475, 0.04863833253231169, 0.04693582219847174, 0.041050075447831055, 0.011122516581138112, 0.0009385265959791724, 0.0003746542097173381]","['E', 'E', 'E', 'G', 'S', 'G', 'G', 'S', 'S', 'S']"
"energy procurement represents around 5% of cerns annual budget, with this percentage being lower during periods of shutdown.","['natural resources', 'emissions', 'corporate compliance', 'board accountability', 'transparancy', 'diversity and inclusion', 'pollution', 'health and safety', 'philanthropy', 'training and education']","[0.4808963815629797, 0.22499356353304362, 0.10377759862567053, 0.0807331822958932, 0.0578375906447647, 0.04157902451052581, 0.006573918341862329, 0.003032801407240717, 0.00046046365505319575, 0.00011547542296620307]","['E', 'E', 'G', 'G', 'G', 'S', 'E', 'S', 'S', 'S']"
area in neighbouring ferney-voltaire (see in focus).,"['natural resources', 'transparancy', 'emissions', 'pollution', 'diversity and inclusion', 'board accountability', 'health and safety', 'training and education', 'corporate compliance', 'philanthropy']","[0.37995002746047185, 0.17235463344840582, 0.09719853921543746, 0.09660486003280447, 0.087527805233631, 0.05900096781160981, 0.04550281822488554, 0.025180050316473787, 0.021861069310551214, 0.014819228945729028]","['E', 'G', 'E', 'E', 'S', 'G', 'S', 'S', 'G', 'S']"
"cern is continuing to explore heat recovery from its other sites, notably point 1 in meyrin, where heat could be recovered from cooling towers to provide central heating on the meyrin site.","['natural resources', 'transparancy', 'diversity and inclusion', 'emissions', 'philanthropy', 'corporate compliance', 'board accountability', 'health and safety', 'pollution', 'training and education']","[0.44586269613755336, 0.1475578124345974, 0.11307951567958029, 0.09026880662474379, 0.0691698232036192, 0.05078822357567745, 0.04693194019023193, 0.025690626418818155, 0.006129351395995022, 0.004521204339183395]","['E', 'G', 'S', 'E', 'S', 'G', 'G', 'S', 'E', 'S']"
"in 2020, cern awarded a contract for the design, construction, operation and maintenance of a new data centre, whose heat might be recovered to heat the prvessin site.","['natural resources', 'emissions', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'health and safety', 'pollution', 'philanthropy', 'training and education']","[0.33317325208372445, 0.2204258592561761, 0.14999820784350307, 0.11274516955152912, 0.06491359736375563, 0.05775274291672777, 0.03645656553863358, 0.016789134366333062, 0.006960018182447552, 0.0007854528971696775]","['E', 'E', 'G', 'G', 'G', 'S', 'S', 'E', 'S', 'S']"
"efficiency, use less, and recover waste energy.","['transparancy', 'natural resources', 'emissions', 'corporate compliance', 'board accountability', 'pollution', 'diversity and inclusion', 'training and education', 'philanthropy', 'health and safety']","[0.602625118001371, 0.2930684336929058, 0.03245728466930409, 0.029682082672508655, 0.024979518145431943, 0.012560810268629563, 0.002234105791905792, 0.0009679518532704026, 0.0009060989205171759, 0.0005185959841556184]","['G', 'E', 'E', 'G', 'G', 'E', 'S', 'S', 'S', 'S']"
"in managing the use of energy, the focus is on the  accelerators and new projects, such as the hl-lhc.","['transparancy', 'emissions', 'natural resources', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'health and safety', 'pollution', 'philanthropy', 'training and education']","[0.4019353749937816, 0.29476853631131666, 0.10426488832898946, 0.07999506138366398, 0.06003030220431835, 0.029406449727932913, 0.009672010432805864, 0.008901914328886179, 0.007739048538924787, 0.003286413749380122]","['G', 'E', 'E', 'G', 'G', 'S', 'S', 'E', 'S', 'S']"
the laboratory will also study the energy use during  ls2 to evaluate what cern could do to optimise energy consumption during these periods in the future.,"['natural resources', 'transparancy', 'emissions', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'health and safety', 'pollution', 'training and education', 'philanthropy']","[0.4891386945130371, 0.16474482370440272, 0.14236298918731677, 0.05726850301215126, 0.0483453279808573, 0.04712256665604777, 0.030356109435513975, 0.014602744388070302, 0.0035425545048421987, 0.0025156866177606504]","['E', 'G', 'E', 'G', 'G', 'S', 'S', 'E', 'S', 'S']"
"although energy used in buildings is only a small fraction of  the laboratorys total energy consumption, all new buildings at cern  such as science gateway, cerns new centre for science education and outreach  are designed to be energy efficient.","['transparancy', 'natural resources', 'training and education', 'diversity and inclusion', 'board accountability', 'health and safety', 'emissions', 'philanthropy', 'pollution', 'corporate compliance']","[0.3184973233204623, 0.26333680623097877, 0.14214570312411898, 0.10202159361851042, 0.06265533131650768, 0.03222673243675166, 0.02999043902431392, 0.017957541531354197, 0.016059416419203255, 0.015109112977798798]","['G', 'E', 'S', 'S', 'G', 'S', 'E', 'S', 'E', 'G']"
"when older buildings are renovated, it is done with energy efficiency in mind.","['transparancy', 'natural resources', 'emissions', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'pollution', 'philanthropy', 'health and safety', 'training and education']","[0.400520318333004, 0.3828201201688013, 0.07765172833750082, 0.05070864573744732, 0.03266378549637823, 0.030434748230307812, 0.010068056665984246, 0.007015687011048312, 0.0048424576551756105, 0.0032744523643523336]","['G', 'E', 'E', 'G', 'G', 'S', 'E', 'S', 'S', 'S']"
"since 2018, cern has been carrying out a major renovation  of the proton synchrotrons east area.","['natural resources', 'health and safety', 'transparancy', 'emissions', 'diversity and inclusion', 'board accountability', 'pollution', 'corporate compliance', 'training and education', 'philanthropy']","[0.5299950567006434, 0.10693243814102332, 0.10088632128698269, 0.09594729589619147, 0.047220688131387814, 0.035468219439141205, 0.03405177527945821, 0.029608111681778824, 0.012420220132134232, 0.007469873311258809]","['E', 'S', 'G', 'E', 'S', 'G', 'E', 'G', 'S', 'S']"
"the first phase of the project, which was completed in 2019, involved the restoration of the buildings envelope to improve energy efficiency.","['natural resources', 'transparancy', 'corporate compliance', 'emissions', 'philanthropy', 'diversity and inclusion', 'board accountability', 'pollution', 'health and safety', 'training and education']","[0.38048809716948484, 0.180209783300262, 0.13880347373132254, 0.09060834999015753, 0.08595273756133472, 0.05871062057271371, 0.03312428594436479, 0.019315409786055778, 0.007085923345362225, 0.005701318598941868]","['E', 'G', 'G', 'E', 'S', 'S', 'G', 'E', 'S', 'S']"
"during the second phase, beamlines were renewed and old power converters were replaced with new ones designed to supply the magnets on a cyclical basis, with an energy-recovery stage between each cycle.","['natural resources', 'transparancy', 'diversity and inclusion', 'board accountability', 'emissions', 'corporate compliance', 'health and safety', 'philanthropy', 'pollution', 'training and education']","[0.4018785989975429, 0.36523522884297777, 0.0918046273021623, 0.055233695902998994, 0.04530329995499918, 0.013807104624930351, 0.008631078772035495, 0.007858065915869555, 0.007520616480574474, 0.002727683205908984]","['E', 'G', 'S', 'G', 'E', 'G', 'S', 'S', 'E', 'S']"
"with this renovation project, electricity consumption for the east area is expected to fall from 11 gwh/year to around 0.6 gwh/year.","['natural resources', 'transparancy', 'emissions', 'diversity and inclusion', 'corporate compliance', 'board accountability', 'health and safety', 'philanthropy', 'pollution', 'training and education']","[0.42916643875734417, 0.18394059974449875, 0.13943307467889823, 0.09012479339168271, 0.0425148437027014, 0.04113650435749341, 0.028104252775956663, 0.022767769120089733, 0.018782607394450406, 0.004029116076884543]","['E', 'G', 'E', 'S', 'G', 'G', 'S', 'S', 'E', 'S']"
"during the first long shutdown, a similar powering scheme was introduced at the super proton synchrotron (sps) accelerator, which reduced the machine's energy consumption by 40 gwh/year.","['natural resources', 'emissions', 'transparancy', 'diversity and inclusion', 'board accountability', 'pollution', 'health and safety', 'corporate compliance', 'philanthropy', 'training and education']","[0.35604496919082584, 0.21478855609723413, 0.21389677008890803, 0.05469937305373846, 0.04701086277039919, 0.04266128375384012, 0.030685911186615972, 0.018758632155732514, 0.016723115008233185, 0.00473052669447254]","['E', 'E', 'G', 'S', 'G', 'E', 'S', 'G', 'S', 'S']"
"paul pepinster, project leader in cerns cooling and ventilation  group and technical coordinator of the heat recovery project.","['health and safety', 'natural resources', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'emissions', 'transparancy', 'philanthropy', 'pollution', 'training and education']","[0.44581442778884317, 0.13898780423921503, 0.13264080457944122, 0.07157577346721103, 0.06894144991625334, 0.049195934884246464, 0.03598524731409942, 0.028288030168031084, 0.01662407670768496, 0.011946450934974286]","['S', 'E', 'S', 'G', 'G', 'E', 'G', 'S', 'E', 'S']"
what is the heat recovery project?,"['natural resources', 'health and safety', 'emissions', 'transparancy', 'board accountability', 'philanthropy', 'corporate compliance', 'diversity and inclusion', 'pollution', 'training and education']","[0.7714081638158408, 0.1310842594131205, 0.05031653795936399, 0.03275153093590724, 0.0041333909657939325, 0.004021941295130042, 0.002409470434644322, 0.0018001026877858027, 0.00135612804280159, 0.0007184744496118224]","['E', 'S', 'E', 'G', 'G', 'S', 'G', 'S', 'E', 'S']"
pp: hot water from the lhc cooling system will be diverted and used to heat up a new residential area in the town of ferney-vol- taire.,"['natural resources', 'emissions', 'pollution', 'transparancy', 'philanthropy', 'diversity and inclusion', 'health and safety', 'corporate compliance', 'board accountability', 'training and education']","[0.3011551975218871, 0.27638533918684416, 0.12167165555021166, 0.10818546933729804, 0.08509217573959464, 0.04438263648145452, 0.043350773624860346, 0.015642504959988684, 0.0035297516127601016, 0.0006044959851007829]","['E', 'E', 'E', 'G', 'S', 'S', 'S', 'G', 'G', 'S']"
"thanks to this heat, the housing will be heated at lower cost and with reduced co2 emissions.","['emissions', 'natural resources', 'pollution', 'transparancy', 'philanthropy', 'diversity and inclusion', 'corporate compliance', 'health and safety', 'board accountability', 'training and education']","[0.33302243531895137, 0.2978948706373608, 0.15853900727388223, 0.14942272763196357, 0.020400344807287352, 0.012378038551057522, 0.010580988760710711, 0.009464206874469566, 0.007854723207714697, 0.0004426569366021423]","['E', 'E', 'E', 'G', 'S', 'S', 'G', 'S', 'G', 'S']"
"the quantity of heat delivered will be progressive over 8-10 years, reaching 20 gwh/year.","['emissions', 'natural resources', 'transparancy', 'board accountability', 'health and safety', 'corporate compliance', 'diversity and inclusion', 'pollution', 'philanthropy', 'training and education']","[0.4612021896869571, 0.32716151989164993, 0.12215183646512832, 0.02817395399293255, 0.022995002676399152, 0.013089769444306426, 0.009386833619678842, 0.007726636078376531, 0.007326259749300844, 0.0007859983952702924]","['E', 'E', 'G', 'G', 'S', 'G', 'S', 'E', 'S', 'S']"
when will it be finished?,"['natural resources', 'transparancy', 'emissions', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'philanthropy', 'health and safety', 'training and education', 'pollution']","[0.3291733849538584, 0.19517629067133463, 0.10644372111701851, 0.09571640933960897, 0.08065723938308651, 0.07229223690658458, 0.04294155276839367, 0.03141311546914179, 0.024593207304091952, 0.021592842086880955]","['E', 'G', 'E', 'S', 'G', 'G', 'S', 'S', 'S', 'E']"
pp: we have finished the construction of the heat recovery circuit up to the perimeter of cerns site at point 8 of the lhc ring.,"['natural resources', 'health and safety', 'corporate compliance', 'board accountability', 'transparancy', 'diversity and inclusion', 'emissions', 'training and education', 'philanthropy', 'pollution']","[0.5664252571118698, 0.24877428947370098, 0.06081755813303568, 0.033092038148164284, 0.03221050393900576, 0.022296284541923457, 0.01965396090629757, 0.011732602871921759, 0.003142607350422017, 0.0018548975236587295]","['E', 'S', 'G', 'G', 'G', 'S', 'E', 'S', 'S', 'E']"
"to avoid disturbances to the accelerator, this work was completed during the second long shutdown.","['natural resources', 'health and safety', 'transparancy', 'corporate compliance', 'emissions', 'board accountability', 'diversity and inclusion', 'pollution', 'philanthropy', 'training and education']","[0.2866217833784676, 0.23434805012209733, 0.1585712189722038, 0.11027954750011258, 0.06779690087429137, 0.06779134487677299, 0.04133121026337183, 0.016429531188944614, 0.009886602840744997, 0.006943809982992867]","['E', 'S', 'G', 'G', 'E', 'G', 'S', 'E', 'S', 'S']"
"the local community is now preparing to lay 2 kilometres of pipes, while the accelerator is in operation.","['natural resources', 'emissions', 'pollution', 'transparancy', 'health and safety', 'diversity and inclusion', 'philanthropy', 'corporate compliance', 'board accountability', 'training and education']","[0.3020169936983866, 0.21143065190157787, 0.14984378574320129, 0.12260396738342537, 0.10266670843123127, 0.06332054924789082, 0.02580262987686583, 0.00993778131423225, 0.009404233473744094, 0.002972698929444631]","['E', 'E', 'E', 'G', 'S', 'S', 'S', 'G', 'G', 'S']"
a plan to test the functionality of the system is sched- uled for the end of 2022. .,"['transparancy', 'emissions', 'diversity and inclusion', 'corporate compliance', 'health and safety', 'natural resources', 'board accountability', 'training and education', 'philanthropy', 'pollution']","[0.2407142732773831, 0.1737932915718027, 0.13013351994203762, 0.10766746927354075, 0.10178607274769307, 0.09842574101988671, 0.0915064157553407, 0.027723518033091664, 0.01841201508182986, 0.009837683297393826]","['G', 'E', 'S', 'G', 'S', 'E', 'G', 'S', 'S', 'E']"
"other includes air conditioning, electrical insulation, emergency generators and cern vehicle fleet fuel consumption.","['emissions', 'natural resources', 'transparancy', 'pollution', 'corporate compliance', 'health and safety', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.4822944924153195, 0.21367796677310574, 0.12306548173993598, 0.05568489511179527, 0.04952630877721224, 0.03406058078095188, 0.023030991261571314, 0.01319175355124235, 0.0031116976385411354, 0.002355831950324585]","['E', 'E', 'G', 'E', 'G', 'S', 'G', 'S', 'S', 'S']"
emission factors for electricity:  edf bilan des missions de ges 2002-2020 for edf and bilan carbone v8 for hungary.,"['emissions', 'pollution', 'health and safety', 'transparancy', 'training and education', 'natural resources', 'board accountability', 'diversity and inclusion', 'corporate compliance', 'philanthropy']","[0.5326494586519268, 0.4127762553607464, 0.0353995566663483, 0.007598215330438844, 0.004143522112551065, 0.003573858340489918, 0.0015765860800690187, 0.00142872122408017, 0.0007132043188179918, 0.00014062191453149462]","['E', 'E', 'S', 'G', 'S', 'E', 'G', 'S', 'G', 'S']"
